Activity Period,Activity Period - Calc,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201501,1/1/2015,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,3737
201501,1/1/2015,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,3032
201501,1/1/2015,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,13288
201501,1/1/2015,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,11600
201501,1/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,11565
201501,1/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,11102
201501,1/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,10676
201501,1/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,10248
201501,1/1/2015,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7177
201501,1/1/2015,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5248
201501,1/1/2015,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,7675
201501,1/1/2015,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,7294
201501,1/1/2015,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,11785
201501,1/1/2015,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,12973
201501,1/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,49993
201501,1/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,48121
201501,1/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6591
201501,1/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,5331
201501,1/1/2015,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7355
201501,1/1/2015,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6336
201501,1/1/2015,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,114823
201501,1/1/2015,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,107237
201501,1/1/2015,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8108
201501,1/1/2015,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,6423
201501,1/1/2015,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,16745
201501,1/1/2015,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,15889
201501,1/1/2015,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,17634
201501,1/1/2015,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,16513
201501,1/1/2015,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10158
201501,1/1/2015,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11307
201501,1/1/2015,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,5761
201501,1/1/2015,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,3807
201501,1/1/2015,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,2774
201501,1/1/2015,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,2291
201501,1/1/2015,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,34910
201501,1/1/2015,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,33583
201501,1/1/2015,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,94843
201501,1/1/2015,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,94713
201501,1/1/2015,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,130
201501,1/1/2015,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,17056
201501,1/1/2015,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,17261
201501,1/1/2015,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,13937
201501,1/1/2015,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,12687
201501,1/1/2015,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,8799
201501,1/1/2015,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,6059
201501,1/1/2015,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,17752
201501,1/1/2015,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,17933
201501,1/1/2015,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,13881
201501,1/1/2015,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,11530
201501,1/1/2015,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5988
201501,1/1/2015,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5729
201501,1/1/2015,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,46995
201501,1/1/2015,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,46785
201501,1/1/2015,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,6661
201501,1/1/2015,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,6222
201501,1/1/2015,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,7347
201501,1/1/2015,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6135
201501,1/1/2015,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,21356
201501,1/1/2015,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,19898
201501,1/1/2015,Mesa Airlines,YV,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,B,5033
201501,1/1/2015,Mesa Airlines,YV,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,B,4204
201501,1/1/2015,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11711
201501,1/1/2015,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,11202
201501,1/1/2015,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Enplaned,Other,Terminal 1,B,51
201501,1/1/2015,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,4891
201501,1/1/2015,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,4251
201501,1/1/2015,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,14596
201501,1/1/2015,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,12480
201501,1/1/2015,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1859
201501,1/1/2015,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,1807
201501,1/1/2015,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,145020
201501,1/1/2015,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,141096
201501,1/1/2015,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1273
201501,1/1/2015,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,10085
201501,1/1/2015,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,11225
201501,1/1/2015,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,124934
201501,1/1/2015,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,119096
201501,1/1/2015,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,20
201501,1/1/2015,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,3734
201501,1/1/2015,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,3578
201501,1/1/2015,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,912
201501,1/1/2015,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Enplaned,Low Fare,International,A,917
201501,1/1/2015,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6203
201501,1/1/2015,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5621
201501,1/1/2015,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,6101
201501,1/1/2015,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,6011
201501,1/1/2015,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,60619
201501,1/1/2015,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,61729
201501,1/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,28156
201501,1/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,22333
201501,1/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,1
201501,1/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,197345
201501,1/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,211641
201501,1/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,178
201501,1/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,303783
201501,1/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,283669
201501,1/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,380
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,75110
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,65024
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Asia,Thru / Transit,Other,International,G,263
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,6940
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,7841
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,913
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,517
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,4858
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,1102
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,4972
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,8754
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,19383
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,17923
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,19536
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,12352
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,16
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,325
201501,1/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,4820
201501,1/1/2015,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,146357
201501,1/1/2015,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,142865
201501,1/1/2015,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,3483
201501,1/1/2015,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,2846
201501,1/1/2015,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,9344
201501,1/1/2015,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,8008
201502,2/1/2015,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,2590
201502,2/1/2015,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,2585
201502,2/1/2015,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,9999
201502,2/1/2015,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,9982
201502,2/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,11101
201502,2/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,10320
201502,2/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,12519
201502,2/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,11638
201502,2/1/2015,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7023
201502,2/1/2015,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,6612
201502,2/1/2015,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,6804
201502,2/1/2015,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,6426
201502,2/1/2015,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,10502
201502,2/1/2015,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,11436
201502,2/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,48728
201502,2/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,47111
201502,2/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,4648
201502,2/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,4899
201502,2/1/2015,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6582
201502,2/1/2015,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5827
201502,2/1/2015,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,100010
201502,2/1/2015,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,97746
201502,2/1/2015,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,6945
201502,2/1/2015,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7000
201502,2/1/2015,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,15388
201502,2/1/2015,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,14372
201502,2/1/2015,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,15306
201502,2/1/2015,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,14103
201502,2/1/2015,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,8594
201502,2/1/2015,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10094
201502,2/1/2015,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,5444
201502,2/1/2015,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,4558
201502,2/1/2015,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,2311
201502,2/1/2015,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,2311
201502,2/1/2015,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,34168
201502,2/1/2015,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,34269
201502,2/1/2015,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,91506
201502,2/1/2015,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,87053
201502,2/1/2015,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,41
201502,2/1/2015,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,14499
201502,2/1/2015,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,15409
201502,2/1/2015,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,11774
201502,2/1/2015,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,10649
201502,2/1/2015,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,6770
201502,2/1/2015,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,4609
201502,2/1/2015,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,16473
201502,2/1/2015,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,16475
201502,2/1/2015,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,10924
201502,2/1/2015,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,11207
201502,2/1/2015,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5538
201502,2/1/2015,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5397
201502,2/1/2015,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,47858
201502,2/1/2015,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,46569
201502,2/1/2015,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5669
201502,2/1/2015,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,5012
201502,2/1/2015,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5721
201502,2/1/2015,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6018
201502,2/1/2015,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,18451
201502,2/1/2015,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,17218
201502,2/1/2015,Mesa Airlines,YV,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,B,5102
201502,2/1/2015,Mesa Airlines,YV,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,B,4667
201502,2/1/2015,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10222
201502,2/1/2015,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,9064
201502,2/1/2015,Republic Airlines,RW,Republic Airlines,RW,Domestic,US,Deplaned,Other,Terminal 1,B,51
201502,2/1/2015,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,4668
201502,2/1/2015,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,3878
201502,2/1/2015,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,11146
201502,2/1/2015,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,12314
201502,2/1/2015,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1532
201502,2/1/2015,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,1444
201502,2/1/2015,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,36
201502,2/1/2015,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,127460
201502,2/1/2015,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,128247
201502,2/1/2015,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1039
201502,2/1/2015,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,8631
201502,2/1/2015,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9613
201502,2/1/2015,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,114811
201502,2/1/2015,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,112533
201502,2/1/2015,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,73
201502,2/1/2015,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,2656
201502,2/1/2015,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,2642
201502,2/1/2015,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Deplaned,Low Fare,International,A,926
201502,2/1/2015,Sun Country Airlines,SY,Sun Country Airlines,SY,International,Mexico,Enplaned,Low Fare,International,A,1251
201502,2/1/2015,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5402
201502,2/1/2015,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,4740
201502,2/1/2015,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5073
201502,2/1/2015,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,4937
201502,2/1/2015,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,53065
201502,2/1/2015,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,53450
201502,2/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,21779
201502,2/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,21031
201502,2/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,7
201502,2/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,183384
201502,2/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,197534
201502,2/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,97
201502,2/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,277766
201502,2/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,261011
201502,2/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,127
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,63712
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,61924
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,5765
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,6688
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,695
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,535
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,5311
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,1155
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,4632
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,8697
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,16721
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,15059
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,16615
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,11019
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,9
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,159
201502,2/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,6434
201502,2/1/2015,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,133618
201502,2/1/2015,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,134304
201502,2/1/2015,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,3163
201502,2/1/2015,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,3341
201502,2/1/2015,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,7343
201502,2/1/2015,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,7045
201503,3/1/2015,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,3946
201503,3/1/2015,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,3746
201503,3/1/2015,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,11097
201503,3/1/2015,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,10516
201503,3/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,12397
201503,3/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,12883
201503,3/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,15152
201503,3/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,15745
