Activity Period,Activity Period - Calc,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201505,5/1/2015,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,121730
201505,5/1/2015,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,118474
201505,5/1/2015,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8411
201505,5/1/2015,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,8317
201505,5/1/2015,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,21385
201505,5/1/2015,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,22075
201505,5/1/2015,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,18052
201505,5/1/2015,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,18109
201505,5/1/2015,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10104
201505,5/1/2015,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10851
201505,5/1/2015,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,5953
201505,5/1/2015,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5442
201505,5/1/2015,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,2471
201505,5/1/2015,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,2471
201505,5/1/2015,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,40916
201505,5/1/2015,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,41896
201505,5/1/2015,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,70
201505,5/1/2015,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,5779
201505,5/1/2015,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,5367
201505,5/1/2015,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,140772
201505,5/1/2015,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,138944
201505,5/1/2015,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,17824
201505,5/1/2015,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,17778
201505,5/1/2015,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,13861
201505,5/1/2015,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,12950
201505,5/1/2015,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,8680
201505,5/1/2015,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,6816
201505,5/1/2015,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,25399
201505,5/1/2015,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,18263
201505,5/1/2015,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,15254
201505,5/1/2015,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,14332
201505,5/1/2015,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5690
201505,5/1/2015,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6961
201505,5/1/2015,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,61907
201505,5/1/2015,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,61200
201505,5/1/2015,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,11263
201505,5/1/2015,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,11745
201505,5/1/2015,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,7440
201505,5/1/2015,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,7252
201505,5/1/2015,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,22810
201505,5/1/2015,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,22847
201505,5/1/2015,Mesa Airlines,YV,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,B,345
201505,5/1/2015,Mesa Airlines,YV,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,B,332
201505,5/1/2015,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,12385
201505,5/1/2015,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,11923
201505,5/1/2015,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,5686
201505,5/1/2015,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,6426
201505,5/1/2015,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,13730
201505,5/1/2015,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15949
201505,5/1/2015,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,2418
201505,5/1/2015,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,2362
201505,5/1/2015,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,156975
201505,5/1/2015,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,155789
201505,5/1/2015,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,2233
201505,5/1/2015,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,11959
201505,5/1/2015,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,15114
201505,5/1/2015,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,156212
201505,5/1/2015,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,150449
201505,5/1/2015,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,40
201505,5/1/2015,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,8198
201505,5/1/2015,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,7567
201505,5/1/2015,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,6557
201505,5/1/2015,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6505
201505,5/1/2015,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5208
201505,5/1/2015,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5067
201505,5/1/2015,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,7683
201505,5/1/2015,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,7987
201505,5/1/2015,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,43024
201505,5/1/2015,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,42526
201505,5/1/2015,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,C,35431
201505,5/1/2015,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,C,35020
201505,5/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,36162
201505,5/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,31968
201505,5/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,International,G,23
201505,5/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,256459
201505,5/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,267720
201505,5/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,151
201505,5/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,352219
201505,5/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,341390
201505,5/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,187
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,73416
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,77277
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,6400
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,5522
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1485
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,523
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,7563
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,1320
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,8394
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,13807
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,37103
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,40837
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,21603
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,15187
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,11
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,165
201505,5/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,5575
201505,5/1/2015,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,172132
201505,5/1/2015,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,172112
201505,5/1/2015,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,3671
201505,5/1/2015,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,3824
201505,5/1/2015,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,13988
201505,5/1/2015,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,13399
201505,5/1/2015,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,6614
201505,5/1/2015,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,6931
201506,6/1/2015,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,7436
201506,6/1/2015,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,7807
201506,6/1/2015,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,9662
201506,6/1/2015,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,12182
201506,6/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,17568
201506,6/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,19025
201506,6/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,26353
201506,6/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,28538
201506,6/1/2015,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,9438
201506,6/1/2015,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,9193
201506,6/1/2015,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,21655
201506,6/1/2015,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,22478
201506,6/1/2015,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8812
201506,6/1/2015,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8303
201506,6/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,58381
201506,6/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,62314
201506,6/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5333
201506,6/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,5397
201506,6/1/2015,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7123
201506,6/1/2015,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7302
201506,6/1/2015,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,122821
201506,6/1/2015,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,124640
201506,6/1/2015,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8249
201506,6/1/2015,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,8250
201506,6/1/2015,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20629
201506,6/1/2015,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,21315
201506,6/1/2015,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,19842
201506,6/1/2015,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,20843
201506,6/1/2015,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10172
201506,6/1/2015,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10503
201506,6/1/2015,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,5869
201506,6/1/2015,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5378
201506,6/1/2015,China Southern,CZ,China Southern,CZ,International,Asia,Deplaned,Other,International,A,3498
201506,6/1/2015,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,3669
201506,6/1/2015,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,30723
201506,6/1/2015,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,31777
201506,6/1/2015,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,6103
201506,6/1/2015,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,5827
201506,6/1/2015,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,169393
201506,6/1/2015,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,172519
201506,6/1/2015,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Thru / Transit,Other,Terminal 1,C,721
201506,6/1/2015,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,17143
201506,6/1/2015,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,17960
201506,6/1/2015,Emirates ,EK,Emirates ,EK,International,Middle East,Deplaned,Other,International,A,13194
201506,6/1/2015,Emirates ,EK,Emirates ,EK,International,Middle East,Enplaned,Other,International,A,13431
201506,6/1/2015,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,7290
201506,6/1/2015,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,8525
201506,6/1/2015,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,26006
201506,6/1/2015,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,26050
201506,6/1/2015,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,14340
201506,6/1/2015,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,15834
201506,6/1/2015,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6140
201506,6/1/2015,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,7098
201506,6/1/2015,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,61178
201506,6/1/2015,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,61451
201506,6/1/2015,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,11680
201506,6/1/2015,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,11633
201506,6/1/2015,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6668
201506,6/1/2015,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6420
201506,6/1/2015,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,22661
201506,6/1/2015,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,23112
201506,6/1/2015,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10953
201506,6/1/2015,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,11733
201506,6/1/2015,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,6913
201506,6/1/2015,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,7268
201506,6/1/2015,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,12861
201506,6/1/2015,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15772
201506,6/1/2015,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1905
201506,6/1/2015,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,1927
201506,6/1/2015,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,153259
201506,6/1/2015,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,152477
201506,6/1/2015,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,2369
201506,6/1/2015,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,13938
201506,6/1/2015,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,17031
201506,6/1/2015,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,150533
201506,6/1/2015,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,148140
201506,6/1/2015,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,37
201506,6/1/2015,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,9610
201506,6/1/2015,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,9964
201506,6/1/2015,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5265
201506,6/1/2015,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6380
201506,6/1/2015,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5624
201506,6/1/2015,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5800
201506,6/1/2015,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,8582
201506,6/1/2015,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8893
201506,6/1/2015,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,C,81101
201506,6/1/2015,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,C,85259
201506,6/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,36711
201506,6/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,31893
201506,6/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,273646
201506,6/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,288238
201506,6/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,262
201506,6/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,357138
201506,6/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,362488
201506,6/1/2015,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,103
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,75305
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,77598
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,7041
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,6259
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,47
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,International,G,259
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,5024
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,1258
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,7639
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,11300
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,42004
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,45817
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,22262
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,16103
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,6
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,132
201506,6/1/2015,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,7259
201506,6/1/2015,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,173354
201506,6/1/2015,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,179661
201506,6/1/2015,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,3974
201506,6/1/2015,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,4361
201506,6/1/2015,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,15256
201506,6/1/2015,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,16597
201506,6/1/2015,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,7799
201506,6/1/2015,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,8057
201506,6/1/2015,XL Airways France,SE,XL Airways France,SE,International,Europe,Deplaned,Other,International,A,2316
201506,6/1/2015,XL Airways France,SE,XL Airways France,SE,International,Europe,Enplaned,Other,International,A,2895
201507,7/1/2015,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,8183
201507,7/1/2015,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,G,7056
201507,7/1/2015,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,12726
201507,7/1/2015,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,11401
201507,7/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,20308
201507,7/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,18765
201507,7/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,30462
201507,7/1/2015,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,28148
201507,7/1/2015,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,10316
201507,7/1/2015,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7163
201507,7/1/2015,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,25195
201507,7/1/2015,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,21278
201507,7/1/2015,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,9067
201507,7/1/2015,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,9487
201507,7/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,64022
201507,7/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,61088
201507,7/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6448
201507,7/1/2015,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,6133
201507,7/1/2015,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,7700
201507,7/1/2015,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6753
201507,7/1/2015,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,132941
201507,7/1/2015,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,127472
201507,7/1/2015,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8712
